ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000024580,GL018767,NA,NA,1334169,1335821,229849_12,8.491999999999999e-4,1309055,0/20/15,0/5/26,TRUE,FALSE,FALSE,35,31,0.1246059203125,25114
ENSOCUG00000027041,GL018767,NA,NA,1315515,1316414,229849_12,8.491999999999999e-4,1309055,0/20/15,0/5/26,FALSE,TRUE,FALSE,35,31,0.1246059203125,6460
ENSOCUG00000002992,GL018699,WDR38,WD repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:23745],2469446,2473063,195893_11,8.594999999999999e-4,2462484,10/21/6,5/8/19,FALSE,TRUE,FALSE,37,32,0.1246059203125,6962
ENSOCUG00000002996,GL018699,NA,NA,2466831,2469330,195893_11,8.594999999999999e-4,2462484,10/21/6,5/8/19,TRUE,FALSE,FALSE,37,32,0.1246059203125,4347
ENSOCUG00000002997,GL018699,ARPC5L,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366],2458043,2463006,195893_11,8.594999999999999e-4,2462484,10/21/6,5/8/19,FALSE,FALSE,TRUE,37,32,0.1246059203125,0
ENSOCUG00000003976,GL018699,GOLGA1,golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424],2387854,2454827,195893_11,8.594999999999999e-4,2462484,10/21/6,5/8/19,FALSE,TRUE,FALSE,37,32,0.1246059203125,7657
ENSOCUG00000000536,GL019024,IRF8,interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358],176779,193384,262732_60,8.640999999999999e-4,163425,1/24/16,0/7/26,TRUE,FALSE,FALSE,41,33,0.1246059203125,13354
ENSOCUG00000024710,GL018760,NA,NA,294420,570858,227609_28,8.901e-4,555559,0/22/10,0/7/21,FALSE,FALSE,TRUE,32,28,0.12638050615384616,0
ENSOCUG00000025181,GL018760,NA,NA,574407,582769,227609_28,8.901e-4,555559,0/22/10,0/7/21,TRUE,FALSE,FALSE,32,28,0.12638050615384616,18848
ENSOCUG00000003042,GL019134,PTPA,protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308],25,28988,267742_15,9.122e-4,56544,11/18/5,4/11/20,TRUE,FALSE,FALSE,34,35,0.12689186268656716,27556
ENSOCUG00000013423,chr7,STEAP3,STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592],63640013,63673437,168024_6,9.212e-4,63660301,0/0/41,1/7/25,FALSE,FALSE,TRUE,41,33,0.12689186268656716,0
ENSOCUG00000028063,AAGW02082581,NA,NA,1016,2386,193768_32,9.448999999999999e-4,1414,0/0/39,0/7/19,FALSE,FALSE,TRUE,39,26,0.12777037777777775,0
ENSOCUG00000009887,chr12,TBC1D22B,TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602],27114712,27189897,16290_17,9.824999999999999e-4,27158503,2/13/20,1/1/28,FALSE,FALSE,TRUE,35,30,0.12777037777777775,0
ENSOCUG00000004768,chr1,KIAA1161,KIAA1161 [Source:HGNC Symbol;Acc:HGNC:19918],19457164,19459299,97312_62,9.92e-4,19460196,0/10/27,0/0/35,FALSE,TRUE,FALSE,37,35,0.12777037777777775,897
ENSOCUG00000004770,chr1,C9orf24,chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919],19432660,19451901,97312_62,9.92e-4,19460196,0/10/27,0/0/35,FALSE,TRUE,FALSE,37,35,0.12777037777777775,8295
ENSOCUG00000006219,chr1,NUDT2,nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049],19484030,19498875,97312_62,9.92e-4,19460196,0/10/27,0/0/35,FALSE,TRUE,FALSE,37,35,0.12777037777777775,23834
ENSOCUG00000026083,chr1,FAM219A,family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920],19425176,19428585,97312_62,9.92e-4,19460196,0/10/27,0/0/35,FALSE,TRUE,FALSE,37,35,0.12777037777777775,31611
ENSOCUG00000010733,chr7,CFTR,cystic fibrosis transmembrane conductance regulator  [Source:RefSeq peptide;Acc:NP_001076185],27522433,27748441,164926_28,9.931e-4,27493829,0/4/21,4/6/5,FALSE,TRUE,FALSE,25,15,0.12777037777777775,28604
ENSOCUG00000013398,chr12,NA,NA,24442385,24443080,15722_56,9.968e-4,24436797,12/23/5,2/13/15,FALSE,TRUE,FALSE,40,30,0.12777037777777775,5588
ENSOCUG00000013405,chr12,NUDT3,nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050],24463730,24524728,15722_56,9.968e-4,24436797,12/23/5,2/13/15,FALSE,TRUE,FALSE,40,30,0.12777037777777775,26933
ENSOCUG00000022537,chr12,HMGA1,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010],24437218,24439978,15722_56,9.968e-4,24436797,12/23/5,2/13/15,TRUE,FALSE,FALSE,40,30,0.12777037777777775,421
ENSOCUG00000013809,chr1,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:24141]",139881460,139885260,90985_44,0.00107,139854625,11/23/6,3/10/17,FALSE,TRUE,FALSE,40,30,0.13527438356164384,26835
ENSOCUG00000023355,chr1,MYO7A,myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606],139745290,139817593,90985_44,0.00107,139854625,11/23/6,3/10/17,TRUE,FALSE,FALSE,40,30,0.13527438356164384,37032
ENSOCUG00000025830,chr1,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482],139820624,139877380,90985_44,0.00107,139854625,11/23/6,3/10/17,FALSE,FALSE,TRUE,40,30,0.13527438356164384,0
ENSOCUG00000008317,chr14,PLCL2,phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064],2905835,3103647,43227_17,0.001091,3048768,3/21/10,0/5/17,FALSE,FALSE,TRUE,34,22,0.13606539189189187,0
ENSOCUG00000002530,GL018699,PTGS1,prostaglandin G/H synthase 1 precursor  [Source:RefSeq peptide;Acc:NP_001076150],4844189,4867335,196287_78,0.001116,4814581,12/14/4,3/6/14,FALSE,TRUE,FALSE,30,23,0.13732752,29608
ENSOCUG00000029062,chr6,NA,NA,13163182,13199237,154655_3,0.0011539999999999999,13140036,0/36/4,0/19/15,FALSE,TRUE,FALSE,40,34,0.138671641025641,23146
ENSOCUG00000023610,chr12,CPNE5,copine 5 [Source:HGNC Symbol;Acc:HGNC:2318],26657299,26739285,16148_23,0.001165,26660263,3/13/17,2/2/29,FALSE,FALSE,TRUE,33,33,0.138671641025641,0
ENSOCUG00000014776,chr12,SLC26A8,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468],25947691,26029206,16027_27,0.0011719999999999999,25970450,4/14/17,0/3/26,FALSE,FALSE,TRUE,35,29,0.138671641025641,0
ENSOCUG00000029416,chr12,MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876],26000906,26117807,16027_27,0.0011719999999999999,25970450,4/14/17,0/3/26,TRUE,FALSE,FALSE,35,29,0.138671641025641,30456
ENSOCUG00000029502,chr8,MICU2,mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:HGNC:31830],43158358,43330857,175989_7,0.0012159999999999999,43125438,0/1/38,3/5/14,TRUE,FALSE,FALSE,39,22,0.1411695185185185,32920
ENSOCUG00000008971,chr3,CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747],54843024,55049269,136455_38,0.001233,55021553,7/14/12,0/28/8,FALSE,FALSE,TRUE,33,36,0.1411695185185185,0
ENSOCUG00000006656,chr12,DAAM2,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143],29695425,29777892,16796_36,0.0012389999999999999,29766232,2/11/21,0/0/22,FALSE,FALSE,TRUE,34,22,0.1411695185185185,0
ENSOCUG00000006667,chr12,MOCS1,molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190],29777629,29803452,16796_36,0.0012389999999999999,29766232,2/11/21,0/0/22,FALSE,TRUE,FALSE,34,22,0.1411695185185185,11397
ENSOCUG00000015136,GL018801,FAM129A,family with sequence similarity 129 member A [Source:HGNC Symbol;Acc:HGNC:16784],756077,867124,237243_56,0.0013369999999999999,843011,0/10/21,0/0/25,FALSE,FALSE,TRUE,31,25,0.14999904819277107,0
ENSOCUG00000001541,GL018864,BRI3BP,BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251],138728,147389,247957_26,0.001349,134420,2/10/12,14/4/7,TRUE,FALSE,FALSE,24,25,0.14999904819277107,4308
ENSOCUG00000008090,GL018864,DHX37,DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210],86742,120133,247957_26,0.001349,134420,2/10/12,14/4/7,TRUE,FALSE,FALSE,24,25,0.14999904819277107,14287
ENSOCUG00000013476,GL018864,TMEM132B,transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397],169156,589412,247957_26,0.001349,134420,2/10/12,14/4/7,TRUE,FALSE,FALSE,24,25,0.14999904819277107,34736
ENSOCUG00000004185,chr14,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670],66996048,67341825,46054_58,0.0013700000000000001,67322094,14/14/9,1/18/13,FALSE,FALSE,TRUE,37,32,0.15052059523809524,0
ENSOCUG00000006503,GL018746,TBC1D2B,TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183],477359,518694,222848_31,0.001408,513471,0/19/21,1/4/29,FALSE,FALSE,TRUE,40,34,0.15111549593495932,0
ENSOCUG00000016763,GL018746,CIB2,calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579],548990,564978,222848_31,0.001408,513471,0/19/21,1/4/29,FALSE,TRUE,FALSE,40,34,0.15111549593495932,35519
ENSOCUG00000026922,GL018746,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223],435321,474173,222848_31,0.001408,513471,0/19/21,1/4/29,FALSE,TRUE,FALSE,40,34,0.15111549593495932,39298
ENSOCUG00000016524,chr14,TIAM1,T-cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805],161234894,161377648,40929_49,0.0014119999999999998,161243746,0/1/38,0/9/20,FALSE,FALSE,TRUE,39,29,0.15111549593495932,0
ENSOCUG00000006633,chr12,KCNK5,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280],29028334,29065447,16640_6,0.001442,29088775,2/14/24,0/2/31,TRUE,FALSE,FALSE,40,33,0.15111549593495932,23328
ENSOCUG00000006271,GL018699,NA,NA,2837652,2848276,195980_68,0.001468,2874027,11/20/6,4/12/20,TRUE,FALSE,FALSE,37,36,0.15111549593495932,25751
ENSOCUG00000009114,GL018699,PSMB7,proteasome subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544],2871850,2939954,195980_68,0.001468,2874027,11/20/6,4/12/20,FALSE,FALSE,TRUE,37,36,0.15111549593495932,0
ENSOCUG00000003348,chr17,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B) [Source:HGNC Symbol;Acc:HGNC:18799]",69392402,69398490,68796_33,0.0014789999999999998,69431909,2/10/10,3/0/15,FALSE,TRUE,FALSE,22,18,0.15111549593495932,33419
ENSOCUG00000023744,chr17,CDKL1,cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781],69398396,69461824,68796_33,0.0014789999999999998,69431909,2/10/10,3/0/15,FALSE,FALSE,TRUE,22,18,0.15111549593495932,0
ENSOCUG00000011649,GL018759,AKAP13,A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371],1292126,1493029,227049_31,0.001485,1472138,3/9/13,1/14/1,FALSE,FALSE,TRUE,25,16,0.15111549593495932,0
ENSOCUG00000011669,GL018759,KLHL25,kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732],1505923,1507692,227049_31,0.001485,1472138,3/9/13,1/14/1,FALSE,TRUE,FALSE,25,16,0.15111549593495932,33785
ENSOCUG00000015379,chr16,SMYD2,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982],58858348,58911628,60100_70,0.0015,58836698,2/4/20,3/10/4,FALSE,TRUE,FALSE,26,17,0.15111549593495932,21650
ENSOCUG00000015400,chr16,PTPN14,"protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]",58734406,58845711,60100_70,0.0015,58836698,2/4/20,3/10/4,FALSE,FALSE,TRUE,26,17,0.15111549593495932,0
ENSOCUG00000007717,GL018973,NA,NA,219,70051,259268_48,0.001539,90723,0/10/25,0/0/28,TRUE,FALSE,FALSE,35,28,0.15111549593495932,20672
ENSOCUG00000008859,chr20,KCNH5,potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254],10412842,10783653,105007_43,0.001539,10514947,5/29/8,4/9/17,FALSE,FALSE,TRUE,42,30,0.15111549593495932,0
ENSOCUG00000016115,GL018973,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) [Source:HGNC Symbol;Acc:HGNC:9802]",53587,65814,259268_48,0.001539,90723,0/10/25,0/0/28,TRUE,FALSE,FALSE,35,28,0.15111549593495932,24909
ENSOCUG00000025413,GL018973,CYTH4,cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505],86456,108242,259268_48,0.001539,90723,0/10/25,0/0/28,FALSE,FALSE,TRUE,35,28,0.15111549593495932,0
ENSOCUG00000005171,GL018847,AK1,adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361],645608,653552,246093_28,0.001552,651836,3/17/19,13/13/6,FALSE,FALSE,TRUE,39,32,0.15111549593495932,0
ENSOCUG00000007130,GL018847,SLC25A25,solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663],478108,693595,246093_28,0.001552,651836,3/17/19,13/13/6,FALSE,FALSE,TRUE,39,32,0.15111549593495932,0
ENSOCUG00000007136,GL018847,ENG,endoglin [Source:HGNC Symbol;Acc:HGNC:3349],663620,689190,246093_28,0.001552,651836,3/17/19,13/13/6,TRUE,FALSE,FALSE,39,32,0.15111549593495932,11784
ENSOCUG00000020994,GL018847,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]",610590,619214,246093_28,0.001552,651836,3/17/19,13/13/6,FALSE,TRUE,FALSE,39,32,0.15111549593495932,32622
ENSOCUG00000026208,GL018847,ST6GALNAC6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]",627160,638163,246093_28,0.001552,651836,3/17/19,13/13/6,FALSE,TRUE,FALSE,39,32,0.15111549593495932,13673
ENSOCUG00000007069,chr18,FGFR2,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689],68468510,68572977,78085_67,0.001558,68559490,0/10/23,0/0/26,FALSE,FALSE,TRUE,33,26,0.15111549593495932,0
ENSOCUG00000008973,GL019142,ZER1,zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960],5333,26548,268048_39,0.0015849999999999998,64373,11/22/6,4/10/18,TRUE,FALSE,FALSE,39,32,0.15111549593495932,37825
ENSOCUG00000029386,chr3,CNBD1,cyclic nucleotide binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26663],102379944,102774820,126018_35,0.0016,102730997,3/12/22,2/22/6,FALSE,FALSE,TRUE,37,30,0.15111549593495932,0
ENSOCUG00000000234,GL018764,RAPGEF1,Rap guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4568],392830,529614,228964_61,0.0016500000000000002,516019,1/9/23,10/9/10,FALSE,FALSE,TRUE,33,29,0.15111549593495932,0
ENSOCUG00000006961,chr9,FGD5,"FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]",10376203,10478846,179757_15,0.0017259999999999999,10388138,0/12/20,0/0/19,FALSE,FALSE,TRUE,32,19,0.15111549593495932,0
ENSOCUG00000014068,chr13,RIMS3,regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292],125926888,125944256,25553_8,0.001762,125940304,1/24/10,6/7/13,FALSE,FALSE,TRUE,35,26,0.15111549593495932,0
ENSOCUG00000002607,chr4,KRT85,keratin 85 [Source:HGNC Symbol;Acc:HGNC:6462],36427512,36432917,143092_47,0.001766,36408926,0/25/11,3/6/12,FALSE,TRUE,FALSE,36,21,0.15111549593495932,18586
ENSOCUG00000002612,chr4,KRT84,keratin 84 [Source:HGNC Symbol;Acc:HGNC:6461],36443352,36449519,143092_47,0.001766,36408926,0/25/11,3/6/12,FALSE,TRUE,FALSE,36,21,0.15111549593495932,34426
ENSOCUG00000006486,chr4,NA,NA,36389377,36394533,143092_47,0.001766,36408926,0/25/11,3/6/12,TRUE,FALSE,FALSE,36,21,0.15111549593495932,14393
ENSOCUG00000025985,chr4,NA,NA,36407433,36420645,143092_47,0.001766,36408926,0/25/11,3/6/12,FALSE,FALSE,TRUE,36,21,0.15111549593495932,0
ENSOCUG00000026324,chr4,NA,NA,36375842,36382031,143092_47,0.001766,36408926,0/25/11,3/6/12,FALSE,TRUE,FALSE,36,21,0.15111549593495932,26895
ENSOCUG00000000134,GL018764,NTNG2,netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288],893747,942350,229099_15,0.0017749999999999999,937503,13/24/5,5/13/17,FALSE,FALSE,TRUE,42,35,0.15111549593495932,0
ENSOCUG00000005616,GL018764,SETX,senataxin [Source:HGNC Symbol;Acc:HGNC:445],949153,1007987,229099_15,0.0017749999999999999,937503,13/24/5,5/13/17,FALSE,TRUE,FALSE,42,35,0.15111549593495932,11650
ENSOCUG00000003420,chr17,SAMD4A,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023],73273965,73499911,69388_21,0.0017779999999999998,73474732,10/8/8,0/10/13,FALSE,FALSE,TRUE,26,23,0.15111549593495932,0
ENSOCUG00000004762,chr12,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504],148187594,148250794,13368_14,0.001785,148222646,0/0/41,1/6/24,FALSE,FALSE,TRUE,41,31,0.15111549593495932,0
ENSOCUG00000015833,chr14,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]",142370848,142535048,40201_45,0.001803,142437874,2/12/14,0/0/15,FALSE,FALSE,TRUE,28,15,0.15111549593495932,0
ENSOCUG00000025403,chr14,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688],142445289,142445636,40201_45,0.001803,142437874,2/12/14,0/0/15,TRUE,FALSE,FALSE,28,15,0.15111549593495932,7415
ENSOCUG00000013616,GL018699,CNTRL,centriolin [Source:HGNC Symbol;Acc:HGNC:1858],6008266,6107324,196594_16,0.001805,6124969,13/20/5,5/9/16,TRUE,FALSE,FALSE,38,30,0.15111549593495932,17645
ENSOCUG00000004561,chr7,C2orf76,chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017],63572670,63612625,168019_10,0.0018059999999999999,63647772,0/0/35,0/7/20,FALSE,TRUE,FALSE,35,27,0.15111549593495932,35147
ENSOCUG00000001341,chr13,DMRTB1,DMRT like family B with proline rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:13913],113320413,113329687,23392_15,0.0018219999999999998,113297059,0/12/21,6/3/10,FALSE,TRUE,FALSE,33,19,0.15111549593495932,23354
ENSOCUG00000016480,chr13,GLIS1,GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525],113051061,113283190,23392_15,0.0018219999999999998,113297059,0/12/21,6/3/10,FALSE,TRUE,FALSE,33,19,0.15111549593495932,13869
ENSOCUG00000000568,chr1,NA,NA,146236498,146238305,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,36187
ENSOCUG00000021180,chr1,NA,Hemoglobin subunit gamma  [Source:UniProtKB/Swiss-Prot;Acc:P02099],146252321,146253705,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,20787
ENSOCUG00000024808,chr1,NA,NA,146245680,146245805,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,28687
ENSOCUG00000025404,chr1,OR51B6,olfactory receptor family 51 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:19600],146310736,146311674,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,36244
ENSOCUG00000026912,chr1,OR51I1,olfactory receptor family 51 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15200],146285806,146394346,92183_9,0.001841,146274492,6/26/8,5/9/19,FALSE,TRUE,FALSE,40,33,0.15111549593495932,11314
ENSOCUG00000027533,chr1,HBG1,hemoglobin subunit epsilon  [Source:RefSeq peptide;Acc:NP_001164975],146261868,146263259,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,11233
ENSOCUG00000027696,chr1,NA,NA,146283902,146284294,92183_9,0.001841,146274492,6/26/8,5/9/19,TRUE,FALSE,FALSE,40,33,0.15111549593495932,9410
ENSOCUG00000028189,GL019280,NA,NA,51670,54439,271559_50,0.001862,17697,10/17/3,2/12/13,TRUE,FALSE,FALSE,30,27,0.15111549593495932,33973
ENSOCUG00000000125,GL018722,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764],508218,509057,300237_69,0.001872,505161,6/19/1,4/8/10,TRUE,FALSE,FALSE,26,22,0.15111549593495932,3057
ENSOCUG00000002865,GL018722,C19orf12,chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443],529023,535269,300237_69,0.001872,505161,6/19/1,4/8/10,FALSE,TRUE,FALSE,26,22,0.15111549593495932,23862
ENSOCUG00000008373,chr7,WASL,Wiskott-Aldrich syndrome like [Source:HGNC Symbol;Acc:HGNC:12735],20811155,20895271,164575_48,0.0018939999999999999,20887028,0/12/27,1/1/32,FALSE,FALSE,TRUE,39,34,0.15111549593495932,0
ENSOCUG00000006137,GL018746,CTSH,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535],337817,352409,222786_7,0.0019069999999999998,342535,0/18/17,1/5/28,FALSE,FALSE,TRUE,35,34,0.15111549593495932,0
ENSOCUG00000015117,GL018746,NA,NA,368053,392126,222786_7,0.0019069999999999998,342535,0/18/17,1/5/28,FALSE,TRUE,FALSE,35,34,0.15111549593495932,25518
ENSOCUG00000021019,GL018746,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875],230729,323274,222786_7,0.0019069999999999998,342535,0/18/17,1/5/28,FALSE,TRUE,FALSE,35,34,0.15111549593495932,19261
ENSOCUG00000010474,GL018803,ADAM17,ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195],345623,400071,237739_13,0.0019100000000000002,413182,0/17/18,4/3/16,FALSE,TRUE,FALSE,35,23,0.15111549593495932,13111
ENSOCUG00000023368,GL018754,LNX1,ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657],674815,760538,225642_70,0.0019349999999999999,715362,1/7/10,14/5/6,FALSE,FALSE,TRUE,18,25,0.15111549593495932,0
ENSOCUG00000010313,chr14,DLG1,discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900],91534733,91785193,47957_57,0.001944,91602576,3/2/17,0/12/12,FALSE,FALSE,TRUE,22,24,0.15111549593495932,0
ENSOCUG00000005794,GL018699,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383],5817603,5852437,196537_28,0.001952,5778272,4/12/17,8/13/2,TRUE,FALSE,FALSE,33,23,0.15111549593495932,39331
ENSOCUG00000007708,GL018699,GADD45GIP1,GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996],5763333,5763991,196537_28,0.001952,5778272,4/12/17,8/13/2,TRUE,FALSE,FALSE,33,23,0.15111549593495932,14281
ENSOCUG00000023397,GL018699,NA,NA,5721074,5743263,196537_28,0.001952,5778272,4/12/17,8/13/2,FALSE,TRUE,FALSE,33,23,0.15111549593495932,35009
ENSOCUG00000029536,GL018699,NA,NA,5761570,5790192,196537_28,0.001952,5778272,4/12/17,8/13/2,FALSE,FALSE,TRUE,33,23,0.15111549593495932,0
ENSOCUG00000017581,GL018867,EHMT1,euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650],265183,385626,248545_26,0.001977,303930,7/22/5,3/8/15,FALSE,FALSE,TRUE,34,26,0.15111549593495932,0
ENSOCUG00000005633,GL018764,TTF1,transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397],1031937,1062338,228660_47,0.001979,1086207,10/17/3,4/13/16,TRUE,FALSE,FALSE,30,33,0.15111549593495932,23869
ENSOCUG00000004863,chr8,IQSEC3,IQ motif and Sec7 domain 3 [Source:HGNC Symbol;Acc:HGNC:29193],37507632,37613806,175134_24,0.0019909999999999997,37623896,3/18/4,0/4/10,TRUE,FALSE,FALSE,25,14,0.15111549593495932,10090
ENSOCUG00000000215,GL018969,PER2,period circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:8846],277359,311093,258898_53,0.0020039999999999997,317143,0/0/37,2/5/22,TRUE,FALSE,FALSE,37,29,0.15111549593495932,6050
ENSOCUG00000022462,GL018969,NA,NA,293020,294514,258898_53,0.0020039999999999997,317143,0/0/37,2/5/22,FALSE,TRUE,FALSE,37,29,0.15111549593495932,22629
ENSOCUG00000017844,GL019892,NA,NA,2,5229,278091_31,0.002006,1845,0/20/5,0/10/18,FALSE,FALSE,TRUE,25,28,0.15111549593495932,0
ENSOCUG00000010830,GL018764,PRRC2B,proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121],291727,344884,228876_41,0.0020139999999999997,319546,4/13/19,15/10/7,FALSE,FALSE,TRUE,36,32,0.15111549593495932,0
ENSOCUG00000022260,GL018764,POMT1,protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202],349817,366490,228876_41,0.0020139999999999997,319546,4/13/19,15/10/7,TRUE,FALSE,FALSE,36,32,0.15111549593495932,30271
ENSOCUG00000023182,GL018915,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],179629,329322,253924_75,0.0020659999999999997,330943,0/15/21,2/1/17,FALSE,TRUE,FALSE,36,20,0.15376704838709673,1621
ENSOCUG00000005096,chr14,HUNK,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326],161997086,162103378,41051_50,0.0021149999999999997,162132274,1/3/36,0/11/17,FALSE,TRUE,FALSE,40,28,0.15438798571428572,28896
ENSOCUG00000008808,chr12,LRFN2,leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226],30193487,30250823,16900_20,0.0021379999999999997,30204539,2/11/24,0/0/23,FALSE,FALSE,TRUE,37,23,0.15438798571428572,0
